"ID1","ID2","UD_DIAM","LD_DIAM","E_LD_DIAM","BAND","MU_LAMBDA","METHOD","BANDCODE","NOTES","BIBCODE","SINPE"
"HD34085","","2.56","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD38944","","4.04","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD432","","1.98","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD43232","","3.07","-1.0","0.03","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD48329","","4.48","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD54719","","2.54","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD58207","","2.28","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD62345","","2.19","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD62509","","7.58","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD66141","HR 3145","2.51","-1.0","0.03","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD69267","","4.78","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD70272","","3.98","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD76294","","3.02","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD80493","","4.01","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD82308","","3.9","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD83618","","3.26","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD84194","","3.26","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD84441","","2.46","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD8512","","2.63","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD85503","","2.71","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD87901","Regulus","1.65","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD94264","","2.47","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD96833","","3.87","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD97778","72 Leo","5.71","-1.0","0.03","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD98262","","4.31","-1.0","0.02","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"HD9927","","3.39","-1.0","0.01","550 to 850","","1","3","2 wavelength ranges @ 550 and 850 nm, no info on a per-source basis. Implied band V, the most constraining one for UD fitting.","2014SPIE.9146E..0WB",""
"GJ649","","0.472","-1.0","0.012","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"GJ876","","0.721","-1.0","0.009","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD107383","","1.59","-1.0","0.015","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD115617","61 Vir","1.037","-1.0","0.005","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD143761","RHO CrB","0.714","-1.0","0.013","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD145675","GJ614","0.449","-1.0","0.017","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD1461","","0.483","-1.0","0.01","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD210702","","0.845","-1.0","0.005","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD285968","GJ176","0.441","-1.0","0.02","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD33564","","0.629","-1.0","0.01","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD7924","","0.424","-1.0","0.014","H","","1","7","LD coefficient from 2000A&A...363.1081C","2014MNRAS.438.2413V",""
"HD102647","","-1.0","1.339","0.087","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD102870","","-1.0","1.431","0.086","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD10476","","-1.0","1.067","0.064","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD106591","","-1.0","0.823","0.049","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD10700","","-1.0","2.015","0.023","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD109085","","-1.0","0.833","0.05","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD114710","","-1.0","1.071","0.058","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD115617","","-1.0","1.164","0.116","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD117176","","-1.0","0.953","0.062","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD120136","","-1.0","0.864","0.066","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD13161","","-1.0","1.05","0.1","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD131977","","-1.0","1.49","0.089","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD139006","","-1.0","1.202","0.056","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD13974","","-1.0","1.105","0.111","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD142091","","-1.0","1.55","0.093","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD142860","","-1.0","1.161","0.055","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD161868","","-1.0","0.63","0.063","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD165341","","-1.0","2.037","0.122","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD16895","","-1.0","1.086","0.056","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD172167","Vega","-1.0","3.306","0.03","8-13","","1","11","KIN (nuller) measurement. LD from model 2006ApJ...651..617A. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD177724","","-1.0","0.888","0.136","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD187642","Altair","-1.0","3.64","0.03","8-13","","1","11","KIN (nuller) measurement. Use star shape from 2007Sci...317..342M. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD19356","","-1.0","1.35","0.1","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD19373","","-1.0","1.086","0.056","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD201091","","-1.0","1.775","0.013","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD203280","","-1.0","1.577","0.095","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD20630","","-1.0","0.895","0.07","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD210027","","-1.0","1.07","0.1","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD216956","","-1.0","2.223","0.022","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD22049","","-1.0","2.126","0.131","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD222368","","-1.0","1.062","0.135","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD22484","","-1.0","1.13","0.068","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD30652","","-1.0","1.409","0.05","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD34411","","-1.0","0.94","0.056","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD38393","","-1.0","1.871","0.112","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD38678","","-1.0","0.67","0.14","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD39587","","-1.0","1.124","0.057","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD40136","","-1.0","0.987","0.059","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD432","","-1.0","2.027","0.122","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD4614A","eta Cas","-1.0","1.894","0.114","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD56537","","-1.0","0.644","0.006","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD83808","","-1.0","1.347","0.081","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD88230","","-1.0","1.238","0.054","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD95128","","-1.0","0.774","0.073","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD95418","","-1.0","1.078","0.065","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD95735","","-1.0","1.439","0.05","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD9826","","-1.0","1.021","0.06","8-13","","1","11","KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M .","2014ApJ...797..119M",""
"HD185351","","1.089","1.12","0.016","1.67","0.32","1","7","ld coefficients from 2011A&A...529A..75C","2014ApJ...794...15J",""
"HD185351","","1.064","1.133","0.009","0.6-0.8","0.64","1","4","ld coefficients from 2011A&A...529A..75C","2014ApJ...794...15J",""
"HD10700","","1.952","2.072","0.01","550 to 850","0.6","1","3","UD to LD coeff from 2011A&A...529A..75C","2014ApJ...781...90B",""
"HD121370","","2.023","2.134","0.012","550 to 850","0.52","1","3","UD to LD coeff from 2011A&A...529A..75C","2014ApJ...781...90B",""
