"ID1","ID2","UD_DIAM","LD_DIAM","E_LD_DIAM","BAND","MU_LAMBDA","METHOD","BANDCODE","NOTES","BIBCODE","SINPE"
"HD215648","","1.068","1.091","0.008","K","0.26","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD222368","","1.059","1.082","0.009","K","0.26","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD22484","","1.056","1.081","0.014","K","0.28","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD30652","","1.488","1.526","0.004","K","0.26","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD34411","","0.958","0.981","0.015","K","0.29","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD39587","","1.027","1.051","0.009","K","0.28","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD4614A","eta Cas","1.578","1.623","0.004","K","0.28","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD48737","","1.369","1.401","0.009","K","0.18","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD5015","","0.846","0.865","0.01","K","0.27","1","8","Is Mu Cas also in 2007AAS...211.5715B?K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD56537","","0.824","0.835","0.013","K","0.25","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD58946","","0.837","0.853","0.013","K","0.23","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD6582","HD6582","0.947","0.972","0.009","K","0.32","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD81937","","1.113","1.133","0.009","K","0.26","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD82328","","1.591","1.632","0.005","K","0.32","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD82885","","0.8","0.821","0.012","K","0.29","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD86728","","0.753","0.771","0.012","K","0.26","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD90839","","0.778","0.794","0.014","K","0.18","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD95418","","1.133","1.149","0.014","K","0.21","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD97603","","1.304","1.328","0.008","K","0.31","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C. Fast rotator.","2012ApJ...746..101B",""
"HD103095","Gmb 1830","0.664","0.679","0.015","K'","","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C.","2012A&A...545A..17C",""
"HD122563","","0.924","0.94","0.011","K'","","1","8","Best LDD from 3D code based on MARCS","2012A&A...545A..17C",""
"HD11977","","1.573","1.58","0.058","K","","1","8","linear LD coeff from 1995A&AS..114..247C with Teff and logg from daSilva et al 2006","2012A&A...539A..58C",""
"HD23319","","1.928","1.982","0.053","K","","1","8","linear LD coeff from 1995A&AS..114..247C with Teff and logg from daSilva et al 2006","2012A&A...539A..58C",""
"HD27256","","2.557","2.618","0.077","K","","1","8","linear LD coeff from 1995A&AS..114..247C with Teff and logg from daSilva et al 2006","2012A&A...539A..58C",""
"HD36848","","1.35","1.386","0.098","K","","1","8","linear LD coeff from 1995A&AS..114..247C with Teff and logg from daSilva et al 2006","2012A&A...539A..58C",""
"HD203","HIP560","0.492","0.492","0.032","K","","1","8","Only a few uncertain visibilities and baseline too short to make any difference btw LDD and UDD.","2011ApJ...743..158S",""
"HD29391","HIP21547","0.518","0.518","0.009","K","","1","8","Only a few uncertain visibilities and baseline too short to make any difference btw LDD and UDD.","2011ApJ...743..158S",""
"HD102328","","1.546","1.606","0.006","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD103605","","1.066","1.098","0.009","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD106574","","1.458","1.498","0.027","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD113049","","0.945","0.971","0.021","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD118904","","1.842","1.871","0.031","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD136726","","2.264","2.336","0.02","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD137443","","1.638","1.69","0.03","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD138265","","1.998","2.062","0.037","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD139357","","1.04","1.073","0.012","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD150010","","0.995","1.024","0.028","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD152812","","1.393","1.44","0.003","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD157681","","1.6","1.664","0.009","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD160290","","1.467","1.515","0.01","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD167042","","0.898","0.922","0.017","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD170693","","1.981","2.041","0.041","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD175823","","0.958","0.988","0.022","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD176408","","1.092","1.125","0.022","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD186815","","0.713","0.731","0.02","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD192781","","1.787","1.859","0.002","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD195820","","0.84","0.863","0.04","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD200205","","1.963","2.032","0.043","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD214868","","2.721","2.731","0.02","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD32518","","0.828","0.851","0.022","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD60294","","1.014","1.044","0.01","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD73108","","2.161","2.225","0.019","K'","","1","8","The limb-darkening coefficient was obtained from 1995A&AS..114..247C after adopting the Teff and log g values required for each star observed. (Kurucz model fitted to spectra)","2010ApJ...710.1365B",""
"HD11092","","2.721","1.028","0.019","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD12399","","1.034","1.025","0.055","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD13658","","1.512","1.029","0.073","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD13686","","1.538","1.028","0.063","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD13725","","1.545","1.025","0.075","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD14404","","2.125","1.03","0.023","H,K","1.03","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD159968","","2.925","1.028","0.004","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD1613","","2.525","1.029","0.026","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD163770","","3.073","1.025","0.003","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD17958","","2.75","1.026","0.032","H,K","1.026","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD180809","","2.315","1.025","0.008","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD181475","","2.619","1.028","0.047","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD183589","","2.72","1.029","0.013","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD18391","","1.81","1.023","0.062","H,K","1.023","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD185758","","1.313","1.018","0.021","H,K","1.018","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD185958","","1.728","1.021","0.012","H,K","1.021","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD186021","","1.285","1.026","0.019","H,K","1.026","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD187238","","1.872","1.028","0.011","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD191226","","1.684","1.025","0.015","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD193092","","2.666","1.028","0.018","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD193217","","1.771","1.029","0.104","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD193469","","2.346","1.029","0.012","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD194093","","2.903","1.018","0.008","H,K","1.018","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD196725","","1.705","1.028","0.019","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD196819","","1.177","1.026","0.108","H,K","1.026","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD197345","","2.285","1.017","0.011","H,K","1.017","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD199098","","1.026","1.019","0.114","H,K","1.019","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD200576","","1.52","1.029","0.045","H,K","1.029","1","8","Unusually small (wrong Luminosity Class?). Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD20123","","1.585","1.021","0.137","H,K","1.021","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD205349","","1.539","1.02","0.019","H,K","1.02","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD206859","","1.934","1.021","0.028","H,K","1.021","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD207119","","2.252","1.028","0.018","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD207991","","1.157","1.029","0.026","H,K","1.029","1","8","Unusually small (wrong Luminosity Class?). Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD20902","","3.135","1.017","0.029","H,K","1.017","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD213179","","1.408","1.028","0.037","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD213306","","1.423","1.018","0.007","H,K","1.018","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD21465","","1.833","1.028","0.127","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD216946","","3.857","1.029","0.006","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD217476","","1.224","1.017","0.031","H,K","1.017","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD217673","","1.093","1.023","0.053","H,K","1.023","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD218356","","2.2","1.028","0.008","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD220369","","2.136","1.025","0.03","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD22135","","1.493","1.026","0.159","H,K","1.026","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD223173","","2.262","1.028","0.029","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD223332","","1.122","1.028","0.022","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD224014","","2.109","1.02","0.037","H,K","1.02","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD236697","","1.318","1.029","0.042","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD236915","","1.963","1.03","0.092","H,K","1.03","1","8","Unusually small (wrong Luminosity Class?). Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD236947","","1.596","1.03","0.065","H,K","1.03","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD236979","","2.734","1.03","0.041","H,K","1.03","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD28487","","2.808","1.03","0.042","H,K","1.03","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD29094","","2.627","1.021","0.012","H,K","1.021","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD30178","","1.807","1.03","0.036","H,K","1.03","1","8","Unusually small (wrong Luminosity Class?). Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD30504","","2.727","1.028","0.013","H,K","1.028","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD31220","","2.098","1.029","0.032","H,K","1.029","1","8","Unusually small (wrong Luminosity Class?). Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD3147","","1.961","1.025","0.037","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD31767","","2.598","1.025","0.053","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD31910","","1.753","1.02","0.059","H,K","1.02","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD334750","","2.25","1.03","0.036","H,K","1.03","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD34255","","2.585","1.029","0.04","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD3489","","1.375","1.029","0.057","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD35601","","2.817","1.029","0.029","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD37387","","1.392","1.025","0.184","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD38247","","1.102","1.021","0.429","H,K","1.021","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD39225","","2.387","1.029","0.032","H,K","1.029","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD44033","","2.383","1.029","0.026","H,K","1.029","1","8","Unusually small (wrong Luminosity Class?). Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD4817","","2.776","1.03","0.025","H,K","1.03","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD52005","","2.826","1.03","0.113","H,K","1.03","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD77912","","1.495","1.02","0.013","H,K","1.02","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD84441","","2.599","1.017","0.015","H,K","1.017","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD8701","","1.457","1.021","0.064","H,K","1.021","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD9366","","1.605","1.026","0.106","H,K","1.026","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD9900","","1.579","1.025","0.107","H,K","1.025","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HIP35915","","1.943","1.03","0.063","H,K","1.03","1","8","Limb-darkening coefficients from 2000MNRAS.318..387D","2009MNRAS.394.1925V",""
"HD154345","","0.49","0.502","0.026","K'","0.28","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD16141","","0.48","0.49","0.048","K'","0.27","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD17092","","0.586","0.601","0.039","K'","0.33","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD185269","","0.471","0.48","0.032","K'","0.25","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD188310","","1.671","1.726","0.008","K'","0.32","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD199665","","1.083","1.111","0.027","K'","0.31","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD210702","","0.854","0.875","0.017","K'","0.31","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD217107","","0.688","0.704","0.013","K'","0.28","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD221345","","1.297","1.336","0.008","K'","0.32","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD222404","","3.331","3.302","0.022","K'","0.32","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD45410","","0.946","0.97","0.034","K'","0.31","1","8","LD coefficient from Kurucz and SEDs , mu_lambda given","2009ApJ...701..154B",""
"HD10780","HR511","0.747","0.763","0.021","K","","1","8","","2008ApJ...683..424B",""
"HD185144","Sig Dra","1.224","1.254","0.011","K","","1","8","","2008ApJ...683..424B",""
"HD6582","GJ 53 A","0.951","0.973","0.009","K","","1","8","","2008ApJ...683..424B",""
"HD104985","","1.006","1.032","0.022","2.15","","1","8","","2008ApJ...680..728B",""
"HD10697","","0.475","0.485","0.046","2.15","","1","8","","2008ApJ...680..728B",""
"HD117176","","0.986","1.009","0.023","2.15","","1","8","","2008ApJ...680..728B",""
"HD11964","","0.597","0.611","0.078","2.15","","1","8","","2008ApJ...680..728B",""
"HD120136","","0.771","0.786","0.015","2.15","","1","8","","2008ApJ...680..728B",""
"HD13189","","0.811","0.836","0.027","2.15","","1","8","","2008ApJ...680..728B",""
"HD143761","","0.673","0.686","0.043","2.15","","1","8","","2008ApJ...680..728B",""
"HD145675","","0.363","0.371","0.043","2.15","","1","8","","2008ApJ...680..728B",""
"HD177830","","0.455","0.467","0.057","2.15","","1","8","","2008ApJ...680..728B",""
"HD186427","","0.417","0.426","0.055","2.15","","1","8","","2008ApJ...680..728B",""
"HD189733","","0.366","0.377","0.024","1.67","","1","7","","2008ApJ...680..728B",""
"HD190228","","0.443","0.453","0.045","2.15","","1","8","","2008ApJ...680..728B",""
"HD190360","","0.682","0.698","0.019","2.15","","1","8","","2008ApJ...680..728B",""
"HD196885","","0.485","0.494","0.046","2.15","","1","8","","2008ApJ...680..728B",""
"HD19994","","0.774","0.788","0.026","2.15","","1","8","","2008ApJ...680..728B",""
"HD20367","","0.4","0.408","0.107","2.15","","1","8","","2008ApJ...680..728B",""
"HD217014","","0.733","0.748","0.026","2.15","","1","8","","2008ApJ...680..728B",""
"HD23596","","0.374","0.381","0.043","2.15","","1","8","","2008ApJ...680..728B",""
"HD3651","","0.773","0.79","0.026","2.15","","1","8","","2008ApJ...680..728B",""
"HD38529","","0.561","0.573","0.048","2.15","","1","8","","2008ApJ...680..728B",""
"HD50554","","0.338","0.344","0.098","2.15","","1","8","","2008ApJ...680..728B",""
"HD59686","","1.074","1.106","0.011","2.15","","1","8","","2008ApJ...680..728B",""
"HD75732","","0.834","0.854","0.024","2.15","","1","8","","2008ApJ...680..728B",""
"HD9826","","1.091","1.114","0.009","2.15","","1","8","","2008ApJ...680..728B",""
"HD201091","61Cyg A","1.72","1.775","0.013","K","1.0305","1","8","","2008A&A...488..667K",""
"HD201092","61Cyg B","1.54","1.581","0.022","K","1.0263","1","8","","2008A&A...488..667K",""
"HD128621","Alf Cen B","5.881","6.0","0.021","K","","1","8","","2006A&A...446..635B",""
"HD117287","R HYA","23.9","-1.0","0.5","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD117287","R HYA","25.8","-1.0","0.2","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD12025","U PER","6.6","-1.0","0.2","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD12025","U PER","4.85","-1.0","0.05","H","","1","7","MIRA VARIABLE","2005ApJ...620..961M",""
"HD120285","W HYA","39.9","-1.0","0.2","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD141850","R Ser","10.4","-1.0","0.4","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD141850","R Ser","7.9","-1.0","0.1","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD152276","S Her","5.6","-1.0","0.2","H","","1","7","MIRA VARIABLE","2005ApJ...620..961M",""
"HD177940","R Aql","10.6","-1.0","0.1","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD218292","R Peg","9.6","-1.0","0.2","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD219946","W Peg","9.6","-1.0","0.1","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD220033","S Peg","4.9","-1.0","0.3","H","","1","7","MIRA VARIABLE","2005ApJ...620..961M",""
"HD222800","R Aqr","17.7","-1.0","0.1","H","","1","7","MIRA VARIABLE","2005ApJ...620..961M",""
"HD34019","R Aur","11.1","-1.0","0.1","J","","1","6","MIRA VARIABLE","2005ApJ...620..961M",""
"HD34019","R Aur","10.1","-1.0","0.1","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD36090","S Ori","9.1","-1.0","0.1","H","","1","7","MIRA VARIABLE","2005ApJ...620..961M",""
"HD39816","U ORI","12.5","-1.0","0.1","H","","1","7","MIRA VARIABLE","2005ApJ...620..961M",""
"HD39816","U ORI","11.5","-1.0","0.1","J","","1","6","MIRA VARIABLE","2005ApJ...620..961M",""
"HD39816","U ORI","10.5","-1.0","0.4","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD69243","R Cnc","18.9","-1.0","0.2","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD84748","R Leo","29.91","-1.0","0.27","K","","1","8","MIRA VARIABLE","2005ApJ...620..961M",""
"HD84748","R Leo","32.4","-1.0","0.4","H","","1","7","MIRA VARIABLE","2005ApJ...620..961M",""
"HD100407","Xi Hya","2.431","2.394","0.029","2.178","","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C.","2005A&A...436..253T",""
"HD121370","Eta Boo","2.227","2.2","0.031","2.178","","1","8","SB. K-Band limb-darkening coefs from 2000A&A...363.1081C.","2005A&A...436..253T",""
"HD23249","Del Eri","2.427","2.386","0.019","2.178","","1","8","K-Band limb-darkening coefs from 2000A&A...363.1081C.","2005A&A...436..253T",""
"HD102647","Bet Leo","1.429","1.449","0.027","K","","1","8","","2004A&A...426..601D",""
"HD10700","Tau Cet","2.032","2.078","0.031","K","","1","8","","2004A&A...426..601D",""
